	HAVE_CRYPTO	HAVE_HASH	HAVE_REPLICATION	HAVE_VERIFY	HAVE_SEQUENCE	HAVE_STATISTICS	DIAGNOSTIC	PAGESIZE	PS1K	PS4K	PS8K	PS16K	PS32K	CACHESIZE	CS32MB	CS16MB	CS64MB	CS512MB	measured_value
298	0	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0,754889384615385
299	1	1	0	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	10,9387360769231
300	0	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0,523184025641026
301	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	2,0605841025641
302	0	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0,756590102564102
303	1	0	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	10,7400914871795
304	1	1	0	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	10,962586948718
305	0	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0,523466025641026
306	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	10,770140974359
307	0	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0,520984358974359
308	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	10,748161974359
309	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0,754704487179487
310	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	0,759354820512821
311	1	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	10,9246781025641
312	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	0	0	0	2,07724035897436
313	1	1	1	1	1	1	1	1	0	0	1	0	0	1	1	0	0	0	10,9305218421053
314	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,485591615384615
315	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,753564461538461
316	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,500295358974359
317	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,752372692307692
318	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,512697487179487
319	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,497566230769231
320	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,768409358974359
321	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0,749137894736842
322	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,508784916666666
323	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,5044075
324	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,73776841025641
325	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,504606315789474
326	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,745940897435897
327	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,506420025641026
328	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,498653717948718
329	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,750750051282051
330	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0,75106541025641
331	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,51007441025641
332	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,776393974358974
333	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,512058282051282
334	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	3,26088430769231
335	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,582306230769231
336	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,781869394736842
337	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,515010153846154
338	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,520198128205128
339	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,75858445
340	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,769152179487179
341	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,527702743589744
342	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,775488487179487
343	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,521501179487179
344	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,760143128205128
345	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,520250512820513
346	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	3,25199935897436
347	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,526041128205128
348	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	0,775146666666666
349	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	0,74718541025641
350	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7813827692308
351	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9212218421053
352	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7687952564103
353	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9212017027027
354	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7228596923077
355	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7353604358974
356	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9157053157895
357	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	3,301858
358	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9280711282051
359	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7513536666667
360	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9350040263158
361	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7453837631579
362	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9427115897436
363	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7474592564103
364	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7623945897436
365	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9364995128205
366	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	10,937996051282
367	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7291246410256
368	0	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,368129487179487
369	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,892494375
370	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7426854736842
371	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,9476256410256
372	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7266306923077
373	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7396257105263
374	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9197336153846
375	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9305156153846
376	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7590616923077
377	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,9193516923077
378	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7028348974359
379	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2,02860943243243
380	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9066306315789
381	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7223747179487
382	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7521616153846
383	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	1	0	0	10,9261124736842
384	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9242088947368
385	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,485192871794872
386	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,748528324324324
387	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,496672974358974
388	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,743754717948718
389	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,505779897435897
390	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,386138333333333
391	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,498201923076923
392	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,760644846153846
393	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0,747544923076923
394	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,499730846153846
395	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,747115538461539
396	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,505390179487179
397	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,745673
398	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,503794230769231
399	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,492907128205128
400	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,752509102564103
401	1	1	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2,08058758974359
402	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0,750832025641025
403	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7411048157895
404	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,930239475
405	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7539413076923
406	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9251428947368
407	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7378341794872
408	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7327082972973
409	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,8905435675676
410	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,9395526153846
411	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7587161025641
412	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,52050541025641
413	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9213985897436
414	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7555356666667
415	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,9268455675676
416	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,7379424102564
417	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,7184006666667
418	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	10,9389714736842
419	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	10,9363107631579
420	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,509818923076923
421	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,782270487179487
422	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,512283846153846
423	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,570067128205128
424	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,790032358974359
425	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,516139871794872
426	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,518393358974359
427	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,776149769230769
428	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	0,776953641025641
429	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7170301578947
430	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9185587948718
431	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7476384324324
432	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9677501794872
433	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7227681794872
434	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,367106076923077
435	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,7385879487179
436	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9549698947368
437	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	0	0	10,9060613513514
438	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,517185487179487
439	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,755023736842105
440	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,520435333333333
441	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,76623758974359
442	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7511682307692
443	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7489216923077
444	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9362394473684
445	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	2,0421112051282
446	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,393820025641025
447	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9400548421053
448	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,52268658974359
449	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,759230102564103
450	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7420155384615
451	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9241751794872
452	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,521863871794871
453	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,7534426486487
454	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	0,757554358974359
455	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	10,9168642368421
456	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,480289820512821
457	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	3,25488656410256
458	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,498180564102564
459	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,511676315789474
460	0	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,498571641025641
461	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,500653205128205
462	0	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,499725102564103
463	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,505930923076923
464	0	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,498075435897436
465	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,50964341025641
466	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,51027876923077
467	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,512519487179487
468	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	2,04363276923077
469	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,518193948717949
470	0	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,523740153846154
471	0	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,522803615384615
472	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,518411052631579
473	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,525377794871795
474	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,48593917948718
475	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,499176794871795
476	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,507866538461539
477	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,49751882051282
478	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,505544743589744
479	1	0	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	3,28505
480	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,515384820512821
481	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,510183384615385
482	0	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,519248871794872
483	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,501216333333333
484	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,500773615384616
485	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,512971871794872
486	0	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,518332102564103
487	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,505772256410256
488	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,522667025641026
489	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,493295461538461
490	1	1	1	0	0	0	1	1	1	0	0	0	0	1	0	1	0	0	2,06532676923077
491	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,520384974358974
492	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,750865128205128
493	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,743481657894737
494	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,753704717948718
495	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0,748520210526316
496	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,73257817948718
497	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,738733894736842
498	0	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,747907717948718
499	0	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0,746961846153846
500	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,750266487179487
501	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,534583358974359
502	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,749383974358974
503	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,740263102564103
504	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,751350388888889
505	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,761916
506	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,74373958974359
507	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0,748157871794872
508	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0,754564153846154
509	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,772413871794872
510	0	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,774695026315789
511	0	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,773246769230769
512	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,581893307692308
513	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0,7843835
514	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,779995
515	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,784632421052632
516	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,783604666666667
517	0	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0,775283282051282
518	0	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,752823641025641
519	0	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,765605717948718
520	0	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,753086666666667
521	0	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,759668717948718
522	0	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,757227435897436
523	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	3,20970625641026
524	0	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,756648282051282
525	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0,749568743589744
526	0	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0,752955763157895
527	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7515235128205
528	1	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7632543243243
529	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7439998461538
530	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7563594054054
531	1	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,7563317777778
532	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,7471029210526
533	1	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,7319907692308
534	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	3,27968912820513
535	1	0	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,723519
536	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,742288972973
537	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,7278787105263
538	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7016426666667
539	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7152677894737
540	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,7295051794872
541	1	0	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7033888717949
542	1	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,7378157692308
543	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7489613076923
544	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9150858205128
545	0	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,527254487179487
546	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9346019444444
547	1	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9221940769231
548	1	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9128817948718
549	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9542665789474
550	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,956258631579
551	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9266387435897
552	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9456126315789
553	1	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,8936707368421
554	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9294035263158
555	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,9012635263158
556	1	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	3,28647933333333
557	1	0	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	3,22513902564103
558	1	1	1	0	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,939225
559	1	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9181042631579
560	1	1	0	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,9162308157895
561	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9036973421053
562	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	10,8918190526316
563	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7399238974359
564	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7409595641026
565	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7519462368421
566	1	0	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,7587891842105
567	1	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,7559619210526
568	0	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0,578862897435897
569	1	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,7352197692308
570	1	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,748076925
571	1	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,7418655384615
572	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9300894615385
573	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9351901842105
574	1	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9176659487179
575	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9519555405405
576	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9005768461538
577	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9022232368421
578	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	0	1	0	10,9188864358974
579	1	0	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	3,2852008974359
580	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	10,9201834210526
581	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,718491974359
582	1	0	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,7378994871795
583	1	0	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,7160891388889
584	1	0	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,718539125
585	1	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9241467179487
586	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9450172307692
587	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9552368
588	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	10,9382521578947
589	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7422339230769
590	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0,370124743589744
591	1	0	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7380908421053
592	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,9154604473684
593	1	1	1	0	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,941460974359
594	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,7344640263158
595	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,9226674324324
596	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,727516
597	1	1	1	1	1	1	1	1	0	0	1	0	0	1	0	0	1	0	10,928463051282
598	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0,617643846153846
599	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1,25694351282051
