	no_asm	no_8x8dct	no_cabac	no_deblock	no_fast_pskip	no_mbtree	no_mixed_refs	no_weightb	rc_lookahead	rc_lookahead_20	rc_lookahead_40	rc_lookahead_60	ref	ref_1	ref_5	ref_9	measured_value
362	1	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	643.97
363	1	0	0	1	0	0	0	0	1	0	0	1	1	1	0	0	643.97
364	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	0	643.97
365	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	643.97
366	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	643.97
367	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	643.97
368	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	643.97
369	1	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	643.97
370	1	0	0	1	1	0	0	1	1	0	0	1	1	1	0	0	643.97
371	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	643.97
372	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	643.97
373	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	0	643.97
374	1	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	643.97
375	1	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	643.97
376	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	643.97
377	1	0	0	1	1	1	0	1	1	0	0	1	1	1	0	0	643.97
378	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	643.97
379	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	643.97
380	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	0	643.97
381	1	0	1	1	1	1	0	1	1	0	0	1	1	1	0	0	643.97
382	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	643.97
383	1	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	643.97
384	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	0	643.97
385	1	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	643.97
386	1	0	0	1	0	1	1	0	1	0	0	1	1	1	0	0	643.97
387	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	0	643.97
388	1	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	643.97
389	1	0	0	1	1	1	1	0	1	0	0	1	1	1	0	0	643.97
390	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0	0	643.97
391	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	643.97
392	1	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	643.97
393	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	643.97
394	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	643.97
395	1	0	1	1	0	0	1	1	1	0	0	1	1	1	0	0	643.97
396	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	643.97
397	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	0	643.97
398	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0	643.97
399	1	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	643.97
400	1	1	0	0	0	0	0	0	1	0	0	1	1	1	0	0	643.97
401	1	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	643.97
402	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	643.97
403	1	1	1	0	1	0	0	0	1	0	0	1	1	1	0	0	643.97
404	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	643.97
405	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	0	643.97
406	1	1	0	0	1	0	0	1	1	0	0	1	1	1	0	0	643.97
407	1	1	1	0	1	0	0	1	1	0	0	1	1	1	0	0	643.97
408	1	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	643.97
409	1	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	643.97
410	1	1	0	0	1	0	1	0	1	0	0	1	1	1	0	0	643.97
411	1	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	643.97
412	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	643.97
413	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	643.97
414	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	0	643.97
415	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	643.97
416	1	1	1	0	1	0	1	1	1	0	0	1	1	1	0	0	643.97
417	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	643.97
418	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	0	643.97
419	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	643.97
420	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	643.97
421	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	643.97
422	1	1	0	1	0	0	1	0	1	0	0	1	1	1	0	0	643.97
423	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	0	643.97
424	1	1	0	1	1	0	1	0	1	0	0	1	1	1	0	0	643.97
425	1	1	1	1	1	0	1	0	1	0	0	1	1	1	0	0	643.97
426	1	1	0	1	0	0	0	1	1	0	0	1	1	1	0	0	643.97
427	1	1	0	1	1	0	0	1	1	0	0	1	1	1	0	0	643.97
428	1	1	0	1	0	0	1	1	1	0	0	1	1	1	0	0	643.97
429	1	1	0	1	1	0	1	1	1	0	0	1	1	1	0	0	643.97
430	1	1	1	1	0	0	0	1	1	0	0	1	1	1	0	0	643.97
431	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	643.97
432	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	643.97
433	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	643.97
434	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	643.97
435	1	1	0	0	0	1	0	0	1	0	0	1	1	1	0	0	643.97
436	1	1	0	0	1	1	0	0	1	0	0	1	1	1	0	0	643.97
437	1	1	1	0	0	1	0	0	1	0	0	1	1	1	0	0	643.97
438	1	1	1	0	1	1	0	0	1	0	0	1	1	1	0	0	643.97
439	1	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	643.97
440	1	1	1	0	0	1	0	1	1	0	0	1	1	1	0	0	643.97
441	1	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	643.97
442	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	0	643.97
443	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0	0	643.97
444	1	1	0	1	0	1	0	0	1	0	0	1	1	1	0	0	643.97
445	1	1	0	1	1	1	0	0	1	0	0	1	1	1	0	0	643.97
446	1	1	0	1	0	1	0	1	1	0	0	1	1	1	0	0	643.97
447	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	643.97
448	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0	0	643.97
449	1	1	1	1	0	1	0	1	1	0	0	1	1	1	0	0	643.97
450	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	0	643.97
451	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	0	643.97
452	1	1	0	0	0	1	1	0	1	0	0	1	1	1	0	0	643.97
453	1	0	1	0	0	1	0	0	1	1	0	0	1	1	0	0	643.97
454	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	0	643.97
455	1	1	1	0	0	1	1	0	1	0	0	1	1	1	0	0	643.97
456	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	0	643.97
457	1	1	0	1	0	1	1	0	1	0	0	1	1	1	0	0	643.97
458	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0	0	643.97
459	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	643.97
460	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	643.97
461	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	643.97
462	1	1	0	0	1	1	1	1	1	0	0	1	1	1	0	0	643.97
463	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	0	643.97
464	1	0	1	0	1	1	0	0	1	1	0	0	1	1	0	0	643.97
465	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	643.97
466	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	643.97
467	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	643.97
468	1	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	643.97
469	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	643.97
470	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	643.97
471	1	0	0	1	0	0	0	0	1	0	1	0	1	0	1	0	643.97
472	1	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	643.97
473	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	0	643.97
474	1	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	643.97
475	1	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	643.97
476	1	0	1	0	1	0	0	0	1	0	1	0	1	0	1	0	643.97
477	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	643.97
478	1	0	1	1	1	0	0	0	1	0	1	0	1	0	1	0	643.97
479	1	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	643.97
480	1	0	0	1	0	0	0	1	1	0	1	0	1	0	1	0	643.97
481	1	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	643.97
482	1	0	1	1	0	0	0	1	1	0	1	0	1	0	1	0	643.97
483	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	643.97
484	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	643.97
485	1	0	0	1	1	0	0	1	1	0	1	0	1	0	1	0	643.97
486	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	643.97
487	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	0	643.97
488	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	643.97
489	1	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	643.97
490	1	0	0	1	0	0	1	0	1	0	1	0	1	0	1	0	643.97
491	1	0	0	0	1	0	1	0	1	0	1	0	1	0	1	0	643.97
492	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	643.97
493	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	643.97
494	1	0	0	0	1	0	1	1	1	0	1	0	1	0	1	0	643.97
495	1	0	0	1	0	0	1	1	1	0	1	0	1	0	1	0	643.97
496	1	0	0	1	1	0	1	1	1	0	1	0	1	0	1	0	643.97
497	1	0	1	0	0	0	1	0	1	0	1	0	1	0	1	0	643.97
498	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	0	643.97
499	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	643.97
500	1	0	1	0	0	0	1	1	1	0	1	0	1	0	1	0	643.97
501	1	0	1	1	0	0	1	1	1	0	1	0	1	0	1	0	643.97
502	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	643.97
503	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	643.97
504	1	0	1	1	1	0	1	0	1	0	1	0	1	0	1	0	643.97
505	1	0	1	1	1	0	1	1	1	0	1	0	1	0	1	0	643.97
506	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	643.97
507	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	643.97
508	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	643.97
509	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	0	643.97
510	1	0	0	1	1	1	0	0	1	0	1	0	1	0	1	0	643.97
511	1	0	1	0	0	1	0	0	1	0	1	0	1	0	1	0	643.97
512	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	643.97
513	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	643.97
514	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	0	643.97
515	1	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	643.97
516	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	643.97
517	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	643.97
518	1	0	1	1	0	1	1	0	1	0	1	0	1	0	1	0	643.97
519	1	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	643.97
520	1	0	1	0	0	1	1	0	1	1	0	0	1	1	0	0	643.97
521	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	643.97
522	1	0	0	1	1	1	1	0	1	0	1	0	1	0	1	0	643.97
523	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	0	643.97
524	1	0	0	0	0	1	0	1	1	0	1	0	1	0	1	0	643.97
525	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	643.97
526	1	0	0	0	1	1	0	1	1	0	1	0	1	0	1	0	643.97
527	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	643.97
528	1	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	643.97
529	1	0	0	0	1	1	1	1	1	0	1	0	1	0	1	0	643.97
530	1	0	0	1	0	1	1	1	1	0	1	0	1	0	1	0	643.97
531	1	0	1	1	0	1	1	0	1	1	0	0	1	1	0	0	643.97
532	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	643.97
533	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	643.97
534	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	643.97
535	1	0	1	0	0	1	1	1	1	0	1	0	1	0	1	0	643.97
536	1	0	1	1	0	1	1	1	1	0	1	0	1	0	1	0	643.97
537	1	0	1	0	1	1	0	1	1	0	1	0	1	0	1	0	643.97
538	1	0	1	0	1	1	1	1	1	0	1	0	1	0	1	0	643.97
539	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	0	643.97
540	1	0	1	1	1	1	1	1	1	0	1	0	1	0	1	0	643.97
541	1	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	643.97
542	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	643.97
543	1	1	0	1	0	0	0	0	1	0	1	0	1	0	1	0	643.97
544	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	643.97
545	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	643.97
546	1	1	1	0	0	0	0	0	1	0	1	0	1	0	1	0	643.97
547	1	1	1	0	1	0	0	0	1	0	1	0	1	0	1	0	643.97
548	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	0	643.97
549	1	1	1	1	1	0	0	0	1	0	1	0	1	0	1	0	643.97
550	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	643.97
551	1	1	0	1	0	0	0	1	1	0	1	0	1	0	1	0	643.97
552	1	1	1	0	0	0	0	1	1	0	1	0	1	0	1	0	643.97
553	1	0	1	0	1	1	1	0	1	1	0	0	1	1	0	0	643.97
554	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	643.97
555	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	0	643.97
556	1	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	643.97
557	1	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	643.97
558	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	643.97
559	1	1	0	0	0	1	0	0	1	0	1	0	1	0	1	0	643.97
560	1	1	0	1	0	1	0	0	1	0	1	0	1	0	1	0	643.97
561	1	1	0	0	1	1	0	0	1	0	1	0	1	0	1	0	643.97
562	1	1	0	1	1	1	0	0	1	0	1	0	1	0	1	0	643.97
563	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	0	643.97
564	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	0	643.97
565	1	1	0	0	1	1	0	1	1	0	1	0	1	0	1	0	643.97
566	1	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	643.97
567	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	643.97
568	1	1	1	0	0	1	0	0	1	0	1	0	1	0	1	0	643.97
569	1	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	643.97
570	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	643.97
571	1	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	643.97
572	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	643.97
573	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	0	643.97
574	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	0	643.97
575	1	0	1	1	1	1	1	0	1	1	0	0	1	1	0	0	643.97
576	1	1	1	1	1	1	0	1	1	0	1	0	1	0	1	0	643.97
577	1	1	0	0	0	0	1	0	1	0	1	0	1	0	1	0	643.97
578	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	643.97
579	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	643.97
580	1	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	643.97
581	1	1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	643.97
582	1	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	643.97
583	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	643.97
584	1	1	1	1	1	0	1	0	1	0	1	0	1	0	1	0	643.97
585	1	1	0	0	0	1	1	0	1	0	1	0	1	0	1	0	643.97
586	1	0	0	0	0	1	0	1	1	1	0	0	1	1	0	0	643.97
587	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	643.97
588	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	643.97
589	1	1	1	1	0	1	1	0	1	0	1	0	1	0	1	0	643.97
590	1	1	0	0	1	1	1	0	1	0	1	0	1	0	1	0	643.97
591	1	1	1	0	1	1	1	0	1	0	1	0	1	0	1	0	643.97
592	1	1	0	1	1	1	1	0	1	0	1	0	1	0	1	0	643.97
593	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	643.97
594	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	643.97
595	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	643.97
596	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	643.97
597	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	643.97
598	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	643.97
599	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	643.97
600	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	0	643.97
601	1	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	643.97
602	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	643.97
603	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	643.97
604	1	1	1	0	0	0	1	1	1	0	1	0	1	0	1	0	643.97
605	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	0	643.97
606	1	1	1	0	0	1	1	1	1	0	1	0	1	0	1	0	643.97
607	1	1	1	1	0	1	1	1	1	0	1	0	1	0	1	0	643.97
608	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	643.97
609	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	0	643.97
610	1	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	643.97
611	1	1	1	1	1	0	1	1	1	0	1	0	1	0	1	0	643.97
612	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	643.97
613	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	643.97
614	1	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	643.97
615	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	643.97
616	1	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0	643.97
617	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	643.97
618	1	0	1	0	1	0	0	0	1	0	0	1	1	0	1	0	643.97
619	1	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	643.97
620	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	0	643.97
621	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	643.97
622	1	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	643.97
623	1	0	0	1	0	0	0	1	1	0	0	1	1	0	1	0	643.97
624	1	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	643.97
625	1	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	643.97
626	1	0	0	0	1	0	0	1	1	0	0	1	1	0	1	0	643.97
627	1	0	1	0	1	0	0	1	1	0	0	1	1	0	1	0	643.97
628	1	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	643.97
629	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	0	643.97
630	1	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	643.97
631	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	643.97
632	1	0	0	1	0	0	1	0	1	0	0	1	1	0	1	0	643.97
633	1	0	0	0	1	0	1	0	1	0	0	1	1	0	1	0	643.97
634	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	643.97
635	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	643.97
636	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	643.97
637	1	0	0	1	0	0	1	1	1	0	0	1	1	0	1	0	643.97
638	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	643.97
639	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	643.97
640	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	0	643.97
641	1	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	643.97
642	1	0	0	0	1	1	1	1	1	1	0	0	1	1	0	0	643.97
643	1	0	1	1	0	0	1	1	1	0	0	1	1	0	1	0	643.97
644	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	643.97
645	1	0	1	0	1	0	1	1	1	0	0	1	1	0	1	0	643.97
646	1	0	1	1	1	0	1	0	1	0	0	1	1	0	1	0	643.97
647	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	0	643.97
648	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	643.97
649	1	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	643.97
650	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	643.97
651	1	1	0	1	1	0	0	0	1	0	0	1	1	0	1	0	643.97
652	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	643.97
653	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	643.97
654	1	1	1	0	1	0	0	0	1	0	0	1	1	0	1	0	643.97
655	1	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	643.97
656	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	643.97
657	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	643.97
658	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	0	643.97
659	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	643.97
660	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	643.97
661	1	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	643.97
662	1	1	1	0	1	0	1	0	1	0	0	1	1	0	1	0	643.97
663	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	643.97
664	1	0	0	1	1	1	1	1	1	1	0	0	1	1	0	0	643.97
665	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	643.97
666	1	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	643.97
667	1	1	0	1	0	0	0	1	1	0	0	1	1	0	1	0	643.97
668	1	1	0	0	1	0	0	1	1	0	0	1	1	0	1	0	643.97
669	1	1	0	1	1	0	0	1	1	0	0	1	1	0	1	0	643.97
670	1	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	643.97
671	1	1	0	0	1	0	1	1	1	0	0	1	1	0	1	0	643.97
672	1	1	0	1	0	0	1	1	1	0	0	1	1	0	1	0	643.97
673	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	0	643.97
674	1	1	1	0	0	0	0	1	1	0	0	1	1	0	1	0	643.97
675	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	643.97
676	1	1	1	1	0	0	0	1	1	0	0	1	1	0	1	0	643.97
677	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	643.97
678	1	1	1	1	0	0	1	1	1	0	0	1	1	0	1	0	643.97
679	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	643.97
680	1	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	643.97
681	1	1	1	1	1	0	0	1	1	0	0	1	1	0	1	0	643.97
682	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	643.97
683	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	643.97
684	1	0	0	1	0	1	0	0	1	0	0	1	1	0	1	0	643.97
685	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	643.97
686	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	0	643.97
687	1	0	0	1	1	1	0	0	1	0	0	1	1	0	1	0	643.97
688	1	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	643.97
689	1	0	1	0	1	1	0	0	1	0	0	1	1	0	1	0	643.97
690	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	643.97
691	1	0	1	1	1	1	0	0	1	0	0	1	1	0	1	0	643.97
692	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	643.97
693	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	643.97
694	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	643.97
695	1	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	643.97
696	1	0	0	0	1	1	0	1	1	0	0	1	1	0	1	0	643.97
697	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	0	643.97
698	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1	0	643.97
699	1	0	0	1	1	1	0	1	1	0	0	1	1	0	1	0	643.97
700	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	643.97
701	1	1	0	0	0	1	0	0	1	0	0	1	1	0	1	0	643.97
702	1	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	643.97
703	1	1	0	0	1	1	0	0	1	0	0	1	1	0	1	0	643.97
704	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	643.97
705	1	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	643.97
706	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	643.97
707	1	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	643.97
708	1	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	643.97
709	1	0	1	1	0	1	1	1	1	1	0	0	1	1	0	0	643.97
710	1	1	0	1	1	1	0	1	1	0	0	1	1	0	1	0	643.97
711	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	643.97
712	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	643.97
713	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	643.97
714	1	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	643.97
715	1	1	1	0	1	1	0	0	1	0	0	1	1	0	1	0	643.97
716	1	1	1	0	1	1	0	1	1	0	0	1	1	0	1	0	643.97
717	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	643.97
718	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	0	643.97
719	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	643.97
720	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	0	643.97
721	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	643.97
722	1	0	0	0	1	1	1	0	1	0	0	1	1	0	1	0	643.97
723	1	0	0	1	1	1	1	0	1	0	0	1	1	0	1	0	643.97
724	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	643.97
725	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	643.97
726	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	643.97
