	OperatingSystemCharacteristics	SQLITE_SECURE_DELETE	ChooseSQLITE_TEMP_STORE	SQLITE_TEMP_STOREzero	SQLITE_TEMP_STOREone	SQLITE_TEMP_STOREtwo	SQLITE_TEMP_STOREthree	EnableFeatures	SQLITE_ENABLE_ATOMIC_WRITE	SQLITE_ENABLE_STAT2	DisableFeatures	SQLITE_DISABLE_LFS	SQLITE_DISABLE_DIRSYNC	OmitFeatures	SQLITE_OMIT_AUTOMATIC_INDEX	SQLITE_OMIT_BETWEEN_OPTIMIZATION	SQLITE_OMIT_BTREECOUNT	SQLITE_OMIT_LIKE_OPTIMIZATION	SQLITE_OMIT_LOOKASIDE	SQLITE_OMIT_OR_OPTIMIZATION	SQLITE_OMIT_QUICKBALANCE	SQLITE_OMIT_SHARED_CACHE	SQLITE_OMIT_XFER_OPT	Options	AutoVacuumOff	AutoVacuumOn	SetAutoVacuum	SetCacheSize	StandardCacheSize	LowerCacheSize	HigherCacheSize	LockingMode	ExclusiveLock	NormalLockingMode	PageSize	StandardPageSize	LowerPageSize	HigherPageSize	HighestPageSize	measured_value
1251	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,9762677119331
1252	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	16,089851583013
1253	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	16,0783060011553
1254	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	16,2574926264515
1255	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	16,3127203776757
1256	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	13,0713529355139
1257	1	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6463183596006
1258	1	1	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5846498670047
1259	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1305507365243
1260	1	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6398128063455
1261	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8016273581484
1262	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0310086461244
1263	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,782474386013
1264	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	13,9867216324428
1265	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8782377947996
1266	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8332684877857
1267	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7159536369801
1268	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9974571256624
1269	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1785096255339
1270	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8288762918229
1271	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0494172687301
1272	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4950360006182
1273	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8704888175784
1274	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0337097254302
1275	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2166766161976
1276	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9179059894175
1277	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2081109977336
1278	1	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,3713119480337
1279	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,3616759660624
1280	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2948019267746
1281	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0869750619237
1282	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9689559065815
1283	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0032473482327
1284	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2801748122644
1285	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2344425162246
1286	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2646464616236
1287	1	1	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2130662486233
1288	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,977851960094
1289	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,0141883270316
1290	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8895020108603
1291	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9126820525197
1292	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9265209488579
1293	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6857726429435
1294	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,4184692020829
1295	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4308964581901
1296	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5629843503307
1297	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0017413461241
1298	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,1199379971182
1299	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,064702329069
1300	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,022135424024
1301	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2204969185648
1302	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8179800515632
1303	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8325757384444
1304	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,1467394566229
1305	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,141316125266
1306	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,54031640609
1307	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5867122961938
1308	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2712573153522
1309	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0886467541251
1310	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6052880541953
1311	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2314227752286
1312	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7635496693198
1313	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,3662529556316
1314	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7509424842137
1315	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,1570595796996
1316	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7721925685458
1317	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8641783580498
1318	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7302521218879
1319	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9775325872158
1320	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6714379953462
1321	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5150913150041
1322	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2862126004
1323	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,217164805514
1324	1	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9374675365035
1325	1	0	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1697464613132
1326	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,399532792195
1327	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,593108931205
1328	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1734635402598
1329	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2149998387189
1330	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,559655795015
1331	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9705658737978
1332	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2459713315301
1333	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4274479346948
1334	1	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6515690744239
1335	1	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7694456423175
1336	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4122852050925
1337	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0142352122442
1338	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2588980422001
1339	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,3309681609992
1340	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5046132629249
1341	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6642029952128
1342	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8480646149285
1343	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,69877092561
1344	1	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,2133428778928
1345	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7607269030663
1346	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5589354004801
1347	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8716970448431
1348	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,1131876846444
1349	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,5802510894246
1350	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8492091003496
1351	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8121764110212
1352	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,587184669712
1353	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6121160008252
1354	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,521720494073
1355	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1864241878329
1356	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,1686285661971
1357	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,3044021839727
1358	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8251115549532
1359	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,1917119762568
1360	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7517098639241
1361	1	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0526353531792
1362	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4413498446038
1363	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4004521602507
1364	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,2489749143566
1365	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7061190033896
1366	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7171267661839
1367	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6408773737054
1368	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9504707965218
1369	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6307274187917
1370	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8683363567719
1371	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7087914621414
1372	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0327717987031
1373	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,3779012974942
1374	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1949286334721
1375	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6325291747043
1376	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6228927217775
1377	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0312486103719
1378	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8280334505047
1379	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,3249598347867
1380	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0126039311306
1381	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7934236982646
1382	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4135060330295
1383	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0269855174263
1384	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4365080695142
1385	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8173743255673
1386	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,3807601017624
1387	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6796340659715
1388	1	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8272168675883
1389	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,1769645573907
1390	1	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,4963895278679
1391	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9218805088836
1392	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,3378727144312
1393	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0051467909871
1394	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9311515846495
1395	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,7338465334532
1396	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,5153104745119
1397	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6429989331794
1398	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	15,0419600739884
1399	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,6606499630453
1400	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,9271934996908
1401	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	14,8425809370752
